soc_code,occupation_title,target_domain,description,Realistic,Investigative,Artistic,Social,Enterprising,Conventional,Critical Thinking,Programming,Active Listening,Reading Comprehension,Speaking,Writing,Complex Problem Solving,Decision Making,Deductive Reasoning,Inductive Reasoning,Problem Sensitivity,Oral Comprehension,Mathematical Reasoning,Information Ordering,Visualization,Selective Attention,Computers and Electronics,Mathematics,Engineering and Technology,Business,Psychology,Education and Training,Medicine and Health,Communications
19-1031.03,Park Naturalists,"Life, Physical, and Social Science","Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",5.92,6.12,5.55,6.59,4.57,5.08,6.74,1.2,7.34,7.47,8.68,7.54,1.27,1.46,6.88,6.85,7.25,8.07,4.37,6.49,5.48,5.64,6.14,4.61,4.04,5.11,4.9,7.69,4.76,7.27
19-1031.03,Park Naturalists,"Life, Physical, and Social Science","Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",6.46,6.38,5.26,7.42,5.14,5.37,6.8,1.0,7.65,8.06,7.93,7.86,1.0,1.11,7.55,6.75,6.58,7.88,3.88,6.56,5.29,6.02,6.12,4.62,4.17,5.56,5.21,8.19,4.22,6.42
19-1031.03,Park Naturalists,"Life, Physical, and Social Science","Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",6.66,5.91,5.27,7.05,4.72,5.28,7.63,1.0,7.72,7.88,7.85,8.0,1.0,1.0,7.44,6.73,6.79,8.11,4.7,6.77,5.58,6.42,6.35,4.33,3.9,5.69,5.18,8.05,4.71,6.49
19-1031.03,Park Naturalists,"Life, Physical, and Social Science","Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",6.35,6.12,5.39,6.66,4.47,4.91,7.31,1.0,7.65,8.16,8.05,7.86,1.47,1.05,7.6,6.99,6.69,8.49,4.37,6.71,6.02,6.28,5.6,4.53,4.39,5.94,5.24,7.75,4.0,7.13
19-1031.03,Park Naturalists,"Life, Physical, and Social Science","Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",6.24,5.75,5.6,6.7,5.03,4.94,7.15,1.28,8.01,8.18,8.42,7.52,1.41,1.0,7.31,6.68,7.45,7.94,4.38,6.53,5.3,6.02,5.51,4.73,4.47,5.85,5.66,8.48,4.81,6.51
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",8.01,6.05,2.09,3.14,5.03,6.74,7.59,1.0,8.27,7.53,7.32,7.84,1.11,1.0,7.87,7.95,7.36,8.21,5.4,7.65,5.96,6.24,6.11,6.59,5.0,7.61,3.6,5.93,2.09,5.49
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.83,6.32,1.92,3.45,5.32,6.21,7.95,1.0,7.75,8.01,7.71,7.4,1.12,1.07,8.0,7.46,7.45,8.37,5.46,7.27,6.48,6.21,6.08,5.88,5.64,7.77,2.69,6.16,2.86,6.04
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.89,6.03,1.63,3.49,5.29,6.6,7.8,1.26,7.57,7.72,7.88,7.03,1.0,1.39,7.53,8.02,7.87,8.31,6.14,7.4,6.14,6.12,6.01,6.14,5.4,7.44,3.09,6.61,2.59,5.79
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.22,6.64,1.38,3.57,5.3,6.17,7.27,1.0,8.46,8.12,7.34,7.96,1.0,1.05,7.89,8.02,7.9,7.71,5.62,7.79,6.7,6.33,6.39,6.4,5.63,7.67,2.82,6.17,2.82,5.89
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.99,5.98,1.33,2.88,5.39,5.83,7.61,1.0,8.49,8.14,7.81,7.75,1.09,1.01,8.17,8.09,7.38,8.25,6.0,8.03,6.51,5.91,6.32,6.03,5.53,7.24,3.32,6.2,2.93,5.55
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",8.05,6.45,1.52,3.29,5.69,5.97,7.72,1.0,8.12,7.34,7.42,7.04,1.27,1.13,7.8,7.9,7.81,7.52,5.75,7.28,6.3,6.12,5.92,6.7,5.27,7.38,2.82,5.88,2.47,5.12
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",8.04,6.57,1.68,3.06,5.45,6.55,8.19,1.0,8.05,8.23,8.08,7.45,1.0,1.0,7.75,7.46,7.35,8.14,6.13,8.13,6.34,5.72,5.84,6.5,5.16,7.67,3.46,6.13,2.13,5.28
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.61,6.61,1.34,3.0,5.11,6.24,7.52,1.0,7.88,8.08,7.61,7.09,1.39,1.3,7.83,7.62,7.32,8.21,5.67,7.28,6.5,5.51,6.3,6.39,5.54,7.86,2.67,6.44,2.11,5.21
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.55,6.61,2.12,2.8,5.68,5.92,8.09,1.14,7.54,8.14,7.78,7.95,1.41,1.0,7.39,7.56,7.48,7.79,5.33,7.32,5.94,6.39,5.85,6.18,5.55,7.87,2.73,6.0,2.44,5.67
19-1032.00,Foresters,"Life, Physical, and Social Science","Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",7.36,6.68,1.67,3.32,5.86,6.21,8.14,1.31,8.11,8.03,8.12,7.5,1.07,1.0,7.81,7.27,7.68,8.14,5.79,8.15,6.41,6.23,6.52,6.7,5.47,7.11,3.33,6.47,2.08,5.38
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",3.78,9.73,3.23,6.04,3.1,5.31,8.22,1.46,8.24,8.34,8.68,8.25,1.23,1.0,8.24,8.94,8.08,9.17,7.59,7.11,6.13,6.03,7.52,8.54,3.66,6.2,5.28,6.91,8.37,6.97
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.08,10.0,3.21,5.45,3.62,4.79,8.94,1.0,8.17,8.78,8.7,8.29,1.0,1.0,8.64,9.15,8.02,8.34,7.5,7.01,5.76,6.04,7.11,8.74,3.98,6.35,5.68,6.78,8.37,6.45
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.21,9.6,2.83,5.5,3.83,5.2,8.4,1.0,8.5,8.48,8.24,7.77,1.16,1.3,7.81,8.44,8.37,8.46,7.2,7.08,5.6,6.6,6.58,8.21,3.56,5.94,5.16,7.0,8.07,7.26
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.5,10.0,3.03,5.94,3.14,5.39,8.31,1.0,8.69,8.63,8.04,8.65,1.0,1.0,7.95,8.54,9.0,8.42,7.46,7.69,5.86,5.81,7.04,8.3,3.95,5.98,4.78,6.37,8.0,6.81
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.1,9.94,2.69,5.99,2.93,5.12,8.71,1.04,8.09,8.73,8.47,7.95,1.0,1.36,8.1,8.29,8.53,9.19,6.98,7.44,5.55,6.63,6.89,8.19,3.69,6.22,5.13,6.96,7.76,7.16
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",3.61,10.0,3.01,5.92,3.69,4.88,8.53,1.14,8.38,8.4,8.23,8.25,1.0,1.0,8.58,8.69,8.41,8.78,7.29,7.89,5.9,5.92,6.66,7.97,3.81,6.48,4.77,6.39,8.11,7.16
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.38,9.86,2.78,6.24,3.39,4.7,8.53,1.0,8.08,8.48,8.42,8.17,1.36,1.23,8.55,8.97,8.56,9.14,7.05,7.57,6.21,6.55,7.28,7.8,3.87,6.32,5.12,6.75,7.57,6.83
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",3.94,10.0,3.61,5.87,3.01,4.86,8.3,1.0,8.35,8.73,7.81,7.97,1.0,1.49,8.13,8.37,8.88,9.14,7.71,7.68,5.59,6.72,7.1,7.75,3.49,6.44,5.62,6.9,8.02,6.94
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",4.15,9.9,3.28,6.21,2.93,5.6,8.83,1.0,8.09,8.49,7.94,8.46,1.0,1.17,8.18,8.88,8.86,8.73,7.31,7.69,5.74,6.61,7.09,7.78,3.67,6.27,5.07,6.94,7.87,6.89
19-1041.00,Epidemiologists,"Life, Physical, and Social Science","Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",3.57,9.99,3.56,5.98,3.52,5.42,8.02,1.32,8.22,8.25,7.77,8.01,1.0,1.04,8.37,8.7,8.82,8.77,6.84,7.58,5.85,5.77,7.49,8.09,4.02,6.41,5.7,6.98,8.24,6.94
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",6.32,9.81,3.89,4.95,3.14,5.42,8.37,1.45,7.73,8.21,7.8,8.61,1.0,1.44,7.91,8.5,7.27,8.49,7.07,8.43,5.06,5.76,5.59,7.28,3.76,5.93,3.03,5.54,7.11,4.06
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.7,10.0,3.31,4.84,3.67,5.17,8.06,1.0,7.86,8.4,8.51,8.54,1.39,1.34,7.9,8.62,7.93,7.54,6.64,7.51,4.97,6.29,5.63,6.99,4.37,5.43,3.33,5.51,7.76,3.9
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.97,10.0,3.18,4.8,3.64,4.87,8.2,1.22,8.07,7.9,8.37,8.75,1.26,1.38,8.2,8.55,8.14,8.04,7.1,7.51,5.48,6.45,5.97,7.3,4.16,5.72,3.55,5.87,7.27,4.6
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",6.13,10.0,3.05,4.34,3.67,5.75,8.47,1.0,8.49,8.13,8.49,8.73,1.0,1.0,8.12,8.61,8.11,8.34,6.38,8.25,4.6,6.16,6.21,6.84,4.16,5.8,3.02,5.66,7.39,4.28
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",6.42,9.73,3.31,4.23,3.51,5.65,7.74,1.03,7.67,7.71,8.69,8.11,1.05,1.0,7.74,8.16,7.87,7.76,7.03,8.0,4.74,6.59,5.52,6.86,3.97,6.01,3.02,5.77,6.98,3.76
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.72,10.0,3.43,4.32,3.31,5.56,8.13,1.0,8.23,8.1,8.34,8.71,1.21,1.0,8.27,8.17,7.45,8.43,6.69,7.7,5.25,6.02,5.95,6.57,3.53,5.69,3.28,6.08,7.54,4.03
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.86,9.74,3.67,4.59,3.59,5.66,7.84,1.28,7.54,7.85,7.88,8.66,1.49,1.35,7.78,8.27,7.71,7.93,6.66,8.17,5.26,6.38,5.95,6.57,4.15,5.59,3.71,5.61,7.55,4.32
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",6.11,10.0,3.23,4.71,3.47,5.65,7.51,1.0,8.31,8.2,8.33,8.73,1.45,1.22,7.67,8.11,7.41,8.28,6.45,7.84,5.15,6.3,5.69,7.07,4.01,5.85,3.65,6.07,7.56,4.6
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.63,10.0,3.89,4.97,3.26,5.72,8.11,1.29,7.78,7.82,8.44,8.04,1.0,1.23,8.41,8.34,8.23,7.86,6.82,8.21,5.32,6.69,5.81,6.8,4.28,6.04,3.02,5.74,6.97,4.4
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",5.85,10.0,3.81,4.7,2.87,4.91,8.18,1.0,7.63,8.34,7.98,8.1,1.26,1.0,8.32,8.15,7.36,8.35,7.19,7.64,4.97,6.05,5.66,7.32,4.02,5.27,3.19,5.21,7.83,3.89
